Algorithm,Heuristic/Depth Limit,Depth,Nodes Generated,Effective Branching Factor
A*,Manhattan,21,457,1.338636542081022
A*,Misplaced Titles,21,7330,1.5277509773405489
IDS,N/A,21,18327,1.595895137257156
A*,Manhattan,24,2208,1.3782667988848851
A*,Misplaced Titles,24,30361,1.5373160793818132
IDS,N/A,30,60538,1.4434473104398888
A*,Manhattan,25,4307,1.3975488425771818
A*,Misplaced Titles,25,38193,1.52503338446038
IDS,N/A,33,12997,1.3324837233160212
A*,Manhattan,24,2225,1.378707328149459
A*,Misplaced Titles,24,29827,1.536179854954259
IDS,N/A,38,13284,1.2838333537757183
A*,Manhattan,13,69,1.385000499589442
A*,Misplaced Titles,13,262,1.5346988802803654
IDS,N/A,15,3499,1.722911340053055
A*,Manhattan,18,443,1.402886155056978
A*,Misplaced Titles,18,2155,1.5317627897670076
IDS,N/A,18,4533,1.5963662591545333
A*,Manhattan,28,3685,1.3408270645004503
A*,Misplaced Titles,26,46977,1.5124739221197778
IDS,N/A,44,68695,1.2880422727759113
A*,Manhattan,19,385,1.367970967710702
A*,Misplaced Titles,19,2414,1.5067416849372761
IDS,N/A,27,35543,1.4741661934983707
A*,Manhattan,24,1336,1.3497145690386136
A*,Misplaced Titles,24,19706,1.5098771172389964
IDS,N/A,24,4599,1.4210552891529808
A*,Manhattan,25,2305,1.3630344645760886
A*,Misplaced Titles,25,36363,1.522041129083876
IDS,N/A,29,18417,1.4030608720529578
A*,Manhattan,24,1394,1.3521066504406922
A*,Misplaced Titles,22,10147,1.5209196022157598
IDS,N/A,26,26647,1.47984845409291
A*,Manhattan,10,43,1.4566219347661553
A*,Misplaced Titles,10,82,1.5537508714732025
IDS,N/A,10,228,1.7210499883172263
A*,Manhattan,20,282,1.3259051437175347
A*,Misplaced Titles,20,3967,1.5132933026255178
IDS,N/A,20,5260,1.5347911532785663
A*,Manhattan,24,4057,1.4136499277403451
A*,Misplaced Titles,24,20626,1.5127504549841477
IDS,N/A,24,32248,1.5411832584411937
A*,Manhattan,24,2809,1.3921616171717222
A*,Misplaced Titles,24,21358,1.5149502028100523
IDS,N/A,32,35247,1.38706740877995
A*,Manhattan,24,2206,1.3782147583746607
A*,Misplaced Titles,24,21915,1.5165761717484159
IDS,N/A,36,2594,1.2440347139402903
A*,Manhattan,25,3285,1.3824881421028157
A*,Misplaced Titles,25,35846,1.5211695663857472
IDS,N/A,33,40816,1.379501365124608
A*,Manhattan,27,5118,1.3720630995033067
A*,Misplaced Titles,25,36175,1.5217255816903297
IDS,N/A,41,57576,1.3064820611792702
A*,Manhattan,20,737,1.3911481238865113
A*,Misplaced Titles,20,4682,1.5258841802939036
IDS,N/A,32,11904,1.3408043296685341
A*,Manhattan,25,1772,1.3487720221063453
A*,Misplaced Titles,25,36147,1.5216784506280494
IDS,N/A,25,7596,1.429629161298524
A*,Manhattan,22,163,1.2605323100427357
A*,Misplaced Titles,22,10708,1.5246443964478433
IDS,N/A,26,25537,1.4774287084883286
A*,Manhattan,26,5135,1.3890346968138225
A*,Misplaced Titles,26,43728,1.5083105001002994
IDS,N/A,36,82894,1.3697005860352514
A*,Manhattan,23,1475,1.373325759171742
A*,Misplaced Titles,23,17649,1.5298188380534383
IDS,N/A,27,12778,1.4193556076042706
A*,Manhattan,26,6805,1.4041595774151667
A*,Misplaced Titles,26,43073,1.5074352217729294
IDS,N/A,32,18805,1.3601006300789744
A*,Manhattan,26,2422,1.3494616401636983
A*,Misplaced Titles,26,41944,1.5058960496458138
IDS,N/A,32,80476,1.4233184350250976
A*,Manhattan,21,948,1.3859666430861908
A*,Misplaced Titles,21,8299,1.5368103421632644
IDS,N/A,33,3898,1.2847345065025007
A*,Manhattan,15,138,1.3888604336782238
A*,Misplaced Titles,15,534,1.519973736257097
IDS,N/A,15,1916,1.655108111010155
A*,Manhattan,21,572,1.353021110728489
A*,Misplaced Titles,21,8059,1.5346642924881935
IDS,N/A,35,35298,1.3487632281592128
A*,Manhattan,24,2799,1.3919547609452103
A*,Misplaced Titles,24,22388,1.517926131151392
IDS,N/A,28,4699,1.352517993703607
A*,Manhattan,25,2200,1.360494865935315
A*,Misplaced Titles,25,35821,1.5211271159300908
IDS,N/A,31,27439,1.3905069705750748
A*,Manhattan,21,676,1.363827258922946
A*,Misplaced Titles,21,8606,1.5394709299229266
IDS,N/A,33,13569,1.33422392021567
A*,Manhattan,17,285,1.3944490116808903
A*,Misplaced Titles,17,1576,1.5420254516473686
IDS,N/A,19,11793,1.6379325581094726
A*,Manhattan,23,1340,1.3676062541642016
A*,Misplaced Titles,23,17937,1.5308958432236508
IDS,N/A,29,19442,1.4056837313981945
A*,Manhattan,24,2079,1.3748139717058734
A*,Misplaced Titles,24,21947,1.5166683774568173
IDS,N/A,26,23522,1.4727655769909298
A*,Manhattan,24,1842,1.367898062490541
A*,Misplaced Titles,24,22049,1.5169614256821764
IDS,N/A,32,23425,1.3694698882800938
A*,Manhattan,23,1378,1.3692700104785105
A*,Misplaced Titles,23,17390,1.5288358266272701
IDS,N/A,23,13792,1.5135047678530982
A*,Manhattan,24,1196,1.3435034906833665
A*,Misplaced Titles,22,9231,1.5143929514415508
IDS,N/A,40,54499,1.3134384122866583
A*,Manhattan,26,5125,1.38893055953182
A*,Misplaced Titles,24,22781,1.5190271376499902
IDS,N/A,34,42550,1.368182731987542
A*,Manhattan,18,220,1.3493810081196218
A*,Misplaced Titles,18,1819,1.5174060685942168
IDS,N/A,18,4567,1.5970291159703134
A*,Manhattan,27,4578,1.366408593726745
A*,Misplaced Titles,27,72401,1.5135282777404562
IDS,N/A,35,51346,1.363282636466912
A*,Manhattan,18,273,1.3656593085538284
A*,Misplaced Titles,18,2065,1.5281367682323241
IDS,N/A,18,2656,1.5496545395281691
A*,Manhattan,26,2205,1.3445985488933707
A*,Misplaced Titles,26,41560,1.505363448818601
IDS,N/A,34,50376,1.3749936625643195
A*,Manhattan,22,1867,1.4082779457248698
A*,Misplaced Titles,22,11247,1.5280516409542564
IDS,N/A,32,64099,1.413234079467102
A*,Manhattan,21,991,1.3888974291213116
A*,Misplaced Titles,21,9217,1.5445073535355123
IDS,N/A,25,1066,1.3216312170952065
A*,Manhattan,23,1157,1.3589028419635638
A*,Misplaced Titles,23,17081,1.527644557231382
IDS,N/A,27,25113,1.4553223776208077
A*,Manhattan,25,2064,1.3570266845971344
A*,Misplaced Titles,25,35032,1.5197725543098701
IDS,N/A,39,97208,1.3424242694031379
A*,Manhattan,26,7307,1.408008738868966
A*,Misplaced Titles,26,50298,1.5164527175536309
IDS,N/A,34,55923,1.3792246599923221
A*,Manhattan,24,2417,1.3834703642963102
A*,Misplaced Titles,24,26794,1.5293312564019819
IDS,N/A,24,7900,1.4534534556812708
A*,Manhattan,22,1160,1.3781406563238978
A*,Misplaced Titles,22,9412,1.5157302057098065
IDS,N/A,22,12147,1.5334078536461706
A*,Manhattan,26,3998,1.375727488372056
A*,Misplaced Titles,26,42087,1.5060931906626946
IDS,N/A,30,26185,1.4036809930934464
A*,Manhattan,24,4960,1.4255367020384209
A*,Misplaced Titles,24,33614,1.5438496659403265
IDS,N/A,28,50670,1.4724034216424795
A*,Manhattan,19,891,1.429738859658531
A*,Misplaced Titles,19,4069,1.548720461766759
IDS,N/A,27,50087,1.4930140326802452
A*,Manhattan,20,291,1.3279895251814648
A*,Misplaced Titles,20,4173,1.5171286829546504
IDS,N/A,24,2037,1.373645368570892
A*,Manhattan,24,1478,1.355407136890543
A*,Misplaced Titles,24,20935,1.5136880193377102
IDS,N/A,34,64539,1.3850497070544112
A*,Manhattan,22,1323,1.386401705077141
A*,Misplaced Titles,22,14348,1.545058978758925
IDS,N/A,26,3930,1.3748200822220622
A*,Manhattan,21,455,1.338356989260116
A*,Misplaced Titles,21,7438,1.528815425062851
IDS,N/A,29,25590,1.4190654409934402
A*,Manhattan,22,1298,1.3852000100269075
A*,Misplaced Titles,22,14037,1.5435207356875507
IDS,N/A,28,24403,1.4344796801564859
A*,Manhattan,25,4323,1.3977561423728793
A*,Misplaced Titles,25,37880,1.5245314880278478
IDS,N/A,31,47855,1.4156809805938462
A*,Manhattan,17,163,1.3493626431096837
A*,Misplaced Titles,17,1239,1.5203562751203992
IDS,N/A,35,25267,1.3359409060755132
A*,Manhattan,20,892,1.4044886784650068
A*,Misplaced Titles,20,4680,1.5258515832440227
IDS,N/A,22,3570,1.4503904079225107
A*,Manhattan,28,5357,1.3588633114299462
A*,Misplaced Titles,28,84599,1.499606553296532
IDS,N/A,32,20202,1.3631497679178313
A*,Manhattan,19,496,1.3863326662126956
A*,Misplaced Titles,19,3502,1.5365367602856819
IDS,N/A,25,11426,1.4531678093701785
A*,Manhattan,22,270,1.2897826623861564
A*,Misplaced Titles,22,8942,1.5122049892831844
IDS,N/A,26,1415,1.3218523272679594
A*,Manhattan,15,167,1.4066339593948474
A*,Misplaced Titles,15,519,1.517089341559074
IDS,N/A,19,10385,1.6270084775320548
A*,Manhattan,26,5110,1.3887739866935953
A*,Misplaced Titles,26,43447,1.5079365536383784
IDS,N/A,28,9684,1.3879029514432488
A*,Manhattan,17,418,1.426221043662391
A*,Misplaced Titles,17,1279,1.5232005605058465
IDS,N/A,23,10466,1.4954540568592556
